title,summary,link,source,published_date,reliability,url,sentiment_score,impact_likely,novelty_score,full_text,sentiment_confidence
Venezuela sanctions affects global oil markets,Market volatility increases as venezuela sanctions developments unfold. Traders are positioning for potential price movements.,https://ap.org/article/405,AP,2024-02-10,0.85,https://ap.org,1.0,0.2,0.513544989782508,Market volatility increases as venezuela sanctions developments unfold. Traders are positioning for potential price movements. Additional details about venezuela sanctions and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Expert analysis: US shale production impact,Experts weigh in on the impact of us shale production on global energy security and market stability.,https://argusmedia.com/article/403,Argus Media,2024-02-08,0.84,https://argusmedia.com,-0.29785563767238,0.2,0.6180892375539361,Experts weigh in on the impact of us shale production on global energy security and market stability. Additional details about us shale production and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Bahrain oil fields: Market implications analyzed,The ongoing bahrain oil fields continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://spglobal.com/article/401,S&P Global,2024-02-06,0.89,https://spglobal.com,-0.14036246616675677,0.2,0.3486813445876484,The ongoing bahrain oil fields continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about bahrain oil fields and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Market reaction to pipeline politics,Recent developments in pipeline politics have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://spglobal.com/platts/article/396,Platts,2024-02-01,0.86,https://spglobal.com/platts,-0.7109233682625694,0.35,0.44610987043363265,Recent developments in pipeline politics have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about pipeline politics and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
New developments in iraq oil exports,Experts weigh in on the impact of iraq oil exports on global energy security and market stability.,https://wsj.com/article/392,Wall Street Journal,2024-01-28,0.87,https://wsj.com,-0.540221129893874,0.2,0.5584268958014835,Experts weigh in on the impact of iraq oil exports on global energy security and market stability. Additional details about iraq oil exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Expert analysis: Middle East tensions impact,Market volatility increases as middle east tensions developments unfold. Traders are positioning for potential price movements.,https://ft.com/article/389,Financial Times,2024-01-25,0.88,https://ft.com,1.0,0.2,0.3156716751409422,Market volatility increases as middle east tensions developments unfold. Traders are positioning for potential price movements. Additional details about middle east tensions and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
New developments in us shale production,Market volatility increases as us shale production developments unfold. Traders are positioning for potential price movements.,https://spglobal.com/article/388,S&P Global,2024-01-24,0.89,https://spglobal.com,1.0,0.2,0.6772794969463338,Market volatility increases as us shale production developments unfold. Traders are positioning for potential price movements. Additional details about us shale production and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Jordan energy imports: Market implications analyzed,The ongoing jordan energy imports continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://afp.com/article/387,AFP,2024-01-23,0.83,https://afp.com,0.24004251254836628,0.2,0.4626800942177576,The ongoing jordan energy imports continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about jordan energy imports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Algeria gas exports - What investors need to know,Market volatility increases as algeria gas exports developments unfold. Traders are positioning for potential price movements.,https://aljazeera.com/article/386,Al Jazeera,2024-01-22,0.75,https://aljazeera.com,1.0,0.2,0.044142785469785874,Market volatility increases as algeria gas exports developments unfold. Traders are positioning for potential price movements. Additional details about algeria gas exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
New developments in yemen conflict,"New information about yemen conflict has emerged, prompting market participants to reassess their outlook on energy commodities.",https://spglobal.com/article/382,S&P Global,2024-01-18,0.89,https://spglobal.com,-0.07717753212708621,0.2,0.4112353045619,"New information about yemen conflict has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about yemen conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Energy transition affects global oil markets,Recent developments in energy transition have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://spglobal.com/article/380,S&P Global,2024-01-16,0.89,https://spglobal.com,-0.007306392155926419,0.35,0.20127483693282028,Recent developments in energy transition have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about energy transition and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Yemen conflict - What investors need to know,Market volatility increases as yemen conflict developments unfold. Traders are positioning for potential price movements.,https://wsj.com/article/376,Wall Street Journal,2024-01-12,0.87,https://wsj.com,1.0,0.2,0.32711453415071634,Market volatility increases as yemen conflict developments unfold. Traders are positioning for potential price movements. Additional details about yemen conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Market reaction to venezuela sanctions,Experts weigh in on the impact of venezuela sanctions on global energy security and market stability.,https://marketwatch.com/article/373,MarketWatch,2024-01-09,0.77,https://marketwatch.com,0.06169872295261824,0.2,0.6404106150187031,Experts weigh in on the impact of venezuela sanctions on global energy security and market stability. Additional details about venezuela sanctions and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Breaking: Syria oil fields update,Experts weigh in on the impact of syria oil fields on global energy security and market stability.,https://spglobal.com/platts/article/369,Platts,2024-01-05,0.86,https://spglobal.com/platts,-0.03913226149916248,0.35,0.502906008604652,Experts weigh in on the impact of syria oil fields on global energy security and market stability. Additional details about syria oil fields and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Yemen conflict and energy security concerns,Experts weigh in on the impact of yemen conflict on global energy security and market stability.,https://reuters.com/article/368,Reuters,2024-01-04,0.9,https://reuters.com,-1.0,0.2,0.0786731784535728,Experts weigh in on the impact of yemen conflict on global energy security and market stability. Additional details about yemen conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Yemen conflict: Market implications analyzed,Recent developments in yemen conflict have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://wsj.com/article/366,Wall Street Journal,2024-01-02,0.87,https://wsj.com,-0.27842148944021944,0.35,0.16726330962720812,Recent developments in yemen conflict have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about yemen conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Strategic petroleum reserve - What investors need to know,Experts weigh in on the impact of strategic petroleum reserve on global energy security and market stability.,https://wsj.com/article/360,Wall Street Journal,2023-12-27,0.87,https://wsj.com,-0.4822222257374967,0.2,0.25075758621978805,Experts weigh in on the impact of strategic petroleum reserve on global energy security and market stability. Additional details about strategic petroleum reserve and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Russia-Ukraine conflict - What investors need to know,Market volatility increases as russia-ukraine conflict developments unfold. Traders are positioning for potential price movements.,https://bloomberg.com/article/359,Bloomberg,2023-12-26,0.85,https://bloomberg.com,1.0,0.2,0.7955334732316125,Market volatility increases as russia-ukraine conflict developments unfold. Traders are positioning for potential price movements. Additional details about russia-ukraine conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Breaking: Yemen conflict update,Market volatility increases as yemen conflict developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/357,Reuters,2023-12-24,0.9,https://reuters.com,1.0,0.35,0.33648553622512656,Market volatility increases as yemen conflict developments unfold. Traders are positioning for potential price movements. Additional details about yemen conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Market reaction to strategic petroleum reserve,Market volatility increases as strategic petroleum reserve developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/356,Reuters,2023-12-23,0.9,https://reuters.com,1.0,0.2,0.7504998805916372,Market volatility increases as strategic petroleum reserve developments unfold. Traders are positioning for potential price movements. Additional details about strategic petroleum reserve and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Market reaction to middle east tensions,Experts weigh in on the impact of middle east tensions on global energy security and market stability.,https://spglobal.com/article/355,S&P Global,2023-12-22,0.89,https://spglobal.com,0.13926798890373823,0.2,0.4969517688059833,Experts weigh in on the impact of middle east tensions on global energy security and market stability. Additional details about middle east tensions and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
US shale production and energy security concerns,Experts weigh in on the impact of us shale production on global energy security and market stability.,https://spglobal.com/article/354,S&P Global,2023-12-21,0.89,https://spglobal.com,-1.0,0.2,0.5041933674043024,Experts weigh in on the impact of us shale production on global energy security and market stability. Additional details about us shale production and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Iran nuclear deal: Market implications analyzed,"New information about iran nuclear deal has emerged, prompting market participants to reassess their outlook on energy commodities.",https://afp.com/article/353,AFP,2023-12-20,0.83,https://afp.com,0.5882544292268145,0.2,0.3226409960312563,"New information about iran nuclear deal has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about iran nuclear deal and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Breaking: Pipeline politics update,Recent developments in pipeline politics have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://spglobal.com/article/352,S&P Global,2023-12-19,0.89,https://spglobal.com,-0.03022165491661874,0.5,0.6388339281796142,Recent developments in pipeline politics have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about pipeline politics and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Gulf Cooperation Council: Market implications analyzed,Recent developments in gulf cooperation council have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://ft.com/article/349,Financial Times,2023-12-16,0.88,https://ft.com,-0.9466086018882196,0.35,0.051943581093672316,Recent developments in gulf cooperation council have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about gulf cooperation council and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
US shale production affects global oil markets,Recent developments in us shale production have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://ap.org/article/345,AP,2023-12-12,0.85,https://ap.org,-0.04774480386261361,0.35,0.009741912136068292,Recent developments in us shale production have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about us shale production and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Expert analysis: UAE energy diversification impact,Market volatility increases as uae energy diversification developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/344,Reuters,2023-12-11,0.9,https://reuters.com,1.0,0.2,0.8726219045695462,Market volatility increases as uae energy diversification developments unfold. Traders are positioning for potential price movements. Additional details about uae energy diversification and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Libya production: Market implications analyzed,Market volatility increases as libya production developments unfold. Traders are positioning for potential price movements.,https://ap.org/article/343,AP,2023-12-10,0.85,https://ap.org,1.0,0.2,0.6128617941824217,Market volatility increases as libya production developments unfold. Traders are positioning for potential price movements. Additional details about libya production and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Iraq oil exports: Market implications analyzed,Recent developments in iraq oil exports have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://bloomberg.com/article/340,Bloomberg,2023-12-07,0.85,https://bloomberg.com,0.4224192976855043,0.35,0.65647964624573,Recent developments in iraq oil exports have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about iraq oil exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Gulf Cooperation Council - What investors need to know,Recent developments in gulf cooperation council have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://oilprice.com/article/338,OilPrice.com,2023-12-05,0.72,https://oilprice.com,0.7186574533252045,0.35,0.15802385673657113,Recent developments in gulf cooperation council have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about gulf cooperation council and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Kuwait oil reserves affects global oil markets,Recent developments in kuwait oil reserves have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://spglobal.com/platts/article/330,Platts,2023-11-27,0.86,https://spglobal.com/platts,0.09547001394297153,0.35,0.28576164684002936,Recent developments in kuwait oil reserves have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about kuwait oil reserves and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
