title,summary,link,source,published_date,reliability,url,sentiment_score,impact_likely,novelty_score,full_text,sentiment_confidence
New developments in jordan energy imports,Experts weigh in on the impact of jordan energy imports on global energy security and market stability.,https://ap.org/article/404,AP,2024-02-09,0.85,https://ap.org,0.10749227549364573,0.2,0.59165563872012,Experts weigh in on the impact of jordan energy imports on global energy security and market stability. Additional details about jordan energy imports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Middle East tensions and energy security concerns,"New information about middle east tensions has emerged, prompting market participants to reassess their outlook on energy commodities.",https://oilprice.com/article/403,OilPrice.com,2024-02-08,0.72,https://oilprice.com,-1.0,0.2,0.2820167863137237,"New information about middle east tensions has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about middle east tensions and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.4
Expert analysis: Iran nuclear deal impact,Market volatility increases as iran nuclear deal developments unfold. Traders are positioning for potential price movements.,https://cnn.com/article/402,CNN,2024-02-07,0.78,https://cnn.com,1.0,0.2,0.5001847431478088,Market volatility increases as iran nuclear deal developments unfold. Traders are positioning for potential price movements. Additional details about iran nuclear deal and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
New developments in algeria gas exports,Experts weigh in on the impact of algeria gas exports on global energy security and market stability.,https://ft.com/article/400,Financial Times,2024-02-05,0.88,https://ft.com,0.19004272499285654,0.2,0.25381393329652713,Experts weigh in on the impact of algeria gas exports on global energy security and market stability. Additional details about algeria gas exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Russia-Ukraine conflict: Market implications analyzed,Experts weigh in on the impact of russia-ukraine conflict on global energy security and market stability.,https://spglobal.com/article/396,S&P Global,2024-02-01,0.89,https://spglobal.com,-0.34495952954709236,0.2,0.06518525931001505,Experts weigh in on the impact of russia-ukraine conflict on global energy security and market stability. Additional details about russia-ukraine conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Market reaction to jordan energy imports,Recent developments in jordan energy imports have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://ap.org/article/391,AP,2024-01-27,0.85,https://ap.org,-0.12804755891539896,0.35,0.04250170573136969,Recent developments in jordan energy imports have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about jordan energy imports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Market reaction to saudi arabia oil policy,Experts weigh in on the impact of saudi arabia oil policy on global energy security and market stability.,https://cnbc.com/article/390,CNBC,2024-01-26,0.8,https://cnbc.com,0.52807949864167,0.35,0.34690473542932676,Experts weigh in on the impact of saudi arabia oil policy on global energy security and market stability. Additional details about saudi arabia oil policy and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Algeria gas exports - What investors need to know,Experts weigh in on the impact of algeria gas exports on global energy security and market stability.,https://wsj.com/article/388,Wall Street Journal,2024-01-24,0.87,https://wsj.com,0.10232337707021322,0.2,0.16116068229522107,Experts weigh in on the impact of algeria gas exports on global energy security and market stability. Additional details about algeria gas exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Breaking: Pipeline politics update,"New information about pipeline politics has emerged, prompting market participants to reassess their outlook on energy commodities.",https://bbc.com/article/387,BBC,2024-01-23,0.82,https://bbc.com,-0.5434046112808674,0.35,0.8512687402905377,"New information about pipeline politics has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about pipeline politics and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Climate agreements: Market implications analyzed,Recent developments in climate agreements have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://wsj.com/article/386,Wall Street Journal,2024-01-22,0.87,https://wsj.com,0.042397154224211614,0.35,0.1845163598709312,Recent developments in climate agreements have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about climate agreements and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
