title,summary,link,source,published_date,reliability,url,sentiment_score,impact_likely,novelty_score,full_text,sentiment_confidence
New developments in pipeline politics,"New information about pipeline politics has emerged, prompting market participants to reassess their outlook on energy commodities.",https://spglobal.com/platts/article/415,Platts,2024-02-20,0.86,https://spglobal.com/platts,-0.5408451206659,0.2,0.30012310734135617,"New information about pipeline politics has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about pipeline politics and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Expert analysis: Strategic petroleum reserve impact,Experts weigh in on the impact of strategic petroleum reserve on global energy security and market stability.,https://bloomberg.com/article/411,Bloomberg,2024-02-16,0.85,https://bloomberg.com,0.1317960931416284,0.2,0.31404497735772335,Experts weigh in on the impact of strategic petroleum reserve on global energy security and market stability. Additional details about strategic petroleum reserve and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Energy transition affects global oil markets,Recent developments in energy transition have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://wsj.com/article/410,Wall Street Journal,2024-02-15,0.87,https://wsj.com,0.3780908523131368,0.35,0.1201329223315501,Recent developments in energy transition have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about energy transition and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Expert analysis: US shale production impact,Recent developments in us shale production have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://cnbc.com/article/405,CNBC,2024-02-10,0.8,https://cnbc.com,0.2715136554351222,0.35,0.49117088791921143,Recent developments in us shale production have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about us shale production and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Expert analysis: Saudi Arabia oil policy impact,Experts weigh in on the impact of saudi arabia oil policy on global energy security and market stability.,https://ft.com/article/402,Financial Times,2024-02-07,0.88,https://ft.com,0.16972611085377354,0.35,0.13273116313696692,Experts weigh in on the impact of saudi arabia oil policy on global energy security and market stability. Additional details about saudi arabia oil policy and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Strategic petroleum reserve: Market implications analyzed,"New information about strategic petroleum reserve has emerged, prompting market participants to reassess their outlook on energy commodities.",https://spglobal.com/article/401,S&P Global,2024-02-06,0.89,https://spglobal.com,-0.30171767631149526,0.2,0.6725550631546832,"New information about strategic petroleum reserve has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about strategic petroleum reserve and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Middle East tensions affects global oil markets,Market volatility increases as middle east tensions developments unfold. Traders are positioning for potential price movements.,https://cnn.com/article/398,CNN,2024-02-03,0.78,https://cnn.com,1.0,0.2,0.15116147391441775,Market volatility increases as middle east tensions developments unfold. Traders are positioning for potential price movements. Additional details about middle east tensions and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Breaking: Kuwait oil reserves update,"New information about kuwait oil reserves has emerged, prompting market participants to reassess their outlook on energy commodities.",https://bloomberg.com/article/395,Bloomberg,2024-01-31,0.85,https://bloomberg.com,0.6260455876562029,0.35,0.7754559924956699,"New information about kuwait oil reserves has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about kuwait oil reserves and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Expert analysis: China energy demand impact,"New information about china energy demand has emerged, prompting market participants to reassess their outlook on energy commodities.",https://ap.org/article/385,AP,2024-01-21,0.85,https://ap.org,-0.22030608241909194,0.2,0.26715430785716915,"New information about china energy demand has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about china energy demand and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
OPEC+ production cuts affects global oil markets,"New information about opec+ production cuts has emerged, prompting market participants to reassess their outlook on energy commodities.",https://ft.com/article/384,Financial Times,2024-01-20,0.88,https://ft.com,0.14659622964041685,0.2,0.38257397814131494,"New information about opec+ production cuts has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about opec+ production cuts and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
New developments in kuwait oil reserves,Recent developments in kuwait oil reserves have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://marketwatch.com/article/381,MarketWatch,2024-01-17,0.77,https://marketwatch.com,-0.4633567926035143,0.35,0.33844922988006615,Recent developments in kuwait oil reserves have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about kuwait oil reserves and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Jordan energy imports - What investors need to know,Experts weigh in on the impact of jordan energy imports on global energy security and market stability.,https://ap.org/article/380,AP,2024-01-16,0.85,https://ap.org,-0.11055434263576845,0.2,0.31023864923701044,Experts weigh in on the impact of jordan energy imports on global energy security and market stability. Additional details about jordan energy imports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
US shale production: Market implications analyzed,Recent developments in us shale production have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://reuters.com/article/379,Reuters,2024-01-15,0.9,https://reuters.com,-0.1432878931885361,0.35,0.2480025043782941,Recent developments in us shale production have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about us shale production and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Market reaction to russia-ukraine conflict,Experts weigh in on the impact of russia-ukraine conflict on global energy security and market stability.,https://wsj.com/article/377,Wall Street Journal,2024-01-13,0.87,https://wsj.com,0.6131871612014517,0.2,0.41577727236349005,Experts weigh in on the impact of russia-ukraine conflict on global energy security and market stability. Additional details about russia-ukraine conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Expert analysis: UAE energy diversification impact,The ongoing uae energy diversification continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://ap.org/article/375,AP,2024-01-11,0.85,https://ap.org,0.41604894815534527,0.2,0.3650653168280087,The ongoing uae energy diversification continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about uae energy diversification and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Breaking: Qatar LNG update,The ongoing qatar lng continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://ap.org/article/368,AP,2024-01-04,0.85,https://ap.org,-0.1483085715054581,0.35,0.42303488754018104,The ongoing qatar lng continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about qatar lng and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Expert analysis: Kuwait oil reserves impact,The ongoing kuwait oil reserves continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://spglobal.com/platts/article/367,Platts,2024-01-03,0.86,https://spglobal.com/platts,-0.36429433608204875,0.2,0.1584826889028327,The ongoing kuwait oil reserves continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about kuwait oil reserves and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Russia-Ukraine conflict affects global oil markets,Market volatility increases as russia-ukraine conflict developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/365,Reuters,2024-01-01,0.9,https://reuters.com,1.0,0.2,0.4056221970599167,Market volatility increases as russia-ukraine conflict developments unfold. Traders are positioning for potential price movements. Additional details about russia-ukraine conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Breaking: Algeria gas exports update,The ongoing algeria gas exports continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://argusmedia.com/article/364,Argus Media,2023-12-31,0.84,https://argusmedia.com,0.4898261406688043,0.35,0.8987300575698945,The ongoing algeria gas exports continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about algeria gas exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
