title,summary,link,source,published_date,reliability,url,sentiment_score,impact_likely,novelty_score,full_text,sentiment_confidence
OPEC+ production cuts - What investors need to know,Recent developments in opec+ production cuts have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://wsj.com/article/718,Wall Street Journal,2023-12-26,0.87,https://wsj.com,-0.24573883970789012,0.35,0.4685413945317579,Recent developments in opec+ production cuts have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about opec+ production cuts and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Breaking: Jordan energy imports update,"New information about jordan energy imports has emerged, prompting market participants to reassess their outlook on energy commodities.",https://bbc.com/article/717,BBC,2023-12-25,0.82,https://bbc.com,-0.0638995478214942,0.35,0.23446820711583738,"New information about jordan energy imports has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about jordan energy imports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Venezuela sanctions affects global oil markets,Market volatility increases as venezuela sanctions developments unfold. Traders are positioning for potential price movements.,https://spglobal.com/platts/article/714,Platts,2023-12-24,0.86,https://spglobal.com/platts,1.0,0.2,0.1930673864412047,Market volatility increases as venezuela sanctions developments unfold. Traders are positioning for potential price movements. Additional details about venezuela sanctions and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Market reaction to pipeline politics,Recent developments in pipeline politics have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://wsj.com/article/712,Wall Street Journal,2023-12-23,0.87,https://wsj.com,0.06171843404481597,0.35,0.16735833711843795,Recent developments in pipeline politics have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about pipeline politics and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
China energy demand affects global oil markets,Experts weigh in on the impact of china energy demand on global energy security and market stability.,https://ap.org/article/713,AP,2023-12-23,0.85,https://ap.org,0.7601702576295036,0.2,0.07178302946921292,Experts weigh in on the impact of china energy demand on global energy security and market stability. Additional details about china energy demand and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Iran nuclear deal - What investors need to know,Experts weigh in on the impact of iran nuclear deal on global energy security and market stability.,https://wsj.com/article/703,Wall Street Journal,2023-12-18,0.87,https://wsj.com,0.16727914256845974,0.2,0.6517222037588274,Experts weigh in on the impact of iran nuclear deal on global energy security and market stability. Additional details about iran nuclear deal and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Breaking: OPEC+ production cuts update,Recent developments in opec+ production cuts have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://spglobal.com/article/684,S&P Global,2023-12-09,0.89,https://spglobal.com,-0.31503908796248037,0.5,0.5160524072348434,Recent developments in opec+ production cuts have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about opec+ production cuts and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Expert analysis: US shale production impact,Recent developments in us shale production have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://spglobal.com/platts/article/678,Platts,2023-12-06,0.86,https://spglobal.com/platts,-0.2871191138800983,0.35,0.048399059408062536,Recent developments in us shale production have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about us shale production and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
New developments in kuwait oil reserves,The ongoing kuwait oil reserves continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://ap.org/article/676,AP,2023-12-05,0.85,https://ap.org,0.534041849251557,0.2,0.9650516880910748,The ongoing kuwait oil reserves continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about kuwait oil reserves and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Saudi Arabia oil policy and energy security concerns,Market volatility increases as saudi arabia oil policy developments unfold. Traders are positioning for potential price movements.,https://bloomberg.com/article/670,Bloomberg,2023-12-02,0.85,https://bloomberg.com,0.0,0.35,0.24988663194966895,Market volatility increases as saudi arabia oil policy developments unfold. Traders are positioning for potential price movements. Additional details about saudi arabia oil policy and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.5
