title,summary,link,source,published_date,reliability,url,sentiment_score,impact_likely,novelty_score,full_text,sentiment_confidence
Iraq oil exports: Market implications analyzed,Experts weigh in on the impact of iraq oil exports on global energy security and market stability.,https://oilprice.com/article/438,OilPrice.com,2024-03-14,0.72,https://oilprice.com,0.10065711188160774,0.2,0.8707912216678628,Experts weigh in on the impact of iraq oil exports on global energy security and market stability. Additional details about iraq oil exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Strategic petroleum reserve affects global oil markets,Market volatility increases as strategic petroleum reserve developments unfold. Traders are positioning for potential price movements.,https://spglobal.com/platts/article/434,Platts,2024-03-10,0.86,https://spglobal.com/platts,1.0,0.2,0.8712844869602002,Market volatility increases as strategic petroleum reserve developments unfold. Traders are positioning for potential price movements. Additional details about strategic petroleum reserve and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Jordan energy imports - What investors need to know,Market volatility increases as jordan energy imports developments unfold. Traders are positioning for potential price movements.,https://cnbc.com/article/431,CNBC,2024-03-07,0.8,https://cnbc.com,1.0,0.2,0.2047044773264198,Market volatility increases as jordan energy imports developments unfold. Traders are positioning for potential price movements. Additional details about jordan energy imports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Breaking: Jordan energy imports update,Recent developments in jordan energy imports have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://aljazeera.com/article/430,Al Jazeera,2024-03-06,0.75,https://aljazeera.com,0.6170812060295269,0.5,0.4588104405078986,Recent developments in jordan energy imports have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about jordan energy imports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Expert analysis: Saudi Arabia oil policy impact,"New information about saudi arabia oil policy has emerged, prompting market participants to reassess their outlook on energy commodities.",https://argusmedia.com/article/427,Argus Media,2024-03-03,0.84,https://argusmedia.com,0.5182798617327924,0.35,0.6647946732631911,"New information about saudi arabia oil policy has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about saudi arabia oil policy and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Climate agreements and energy security concerns,"New information about climate agreements has emerged, prompting market participants to reassess their outlook on energy commodities.",https://oilprice.com/article/423,OilPrice.com,2024-02-28,0.72,https://oilprice.com,-1.0,0.2,0.40973424133596437,"New information about climate agreements has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about climate agreements and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.4
Oman energy projects - What investors need to know,"New information about oman energy projects has emerged, prompting market participants to reassess their outlook on energy commodities.",https://spglobal.com/platts/article/421,Platts,2024-02-26,0.86,https://spglobal.com/platts,-0.10286809920406421,0.2,0.1909574356408502,"New information about oman energy projects has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about oman energy projects and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Energy transition affects global oil markets,Recent developments in energy transition have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://spglobal.com/platts/article/420,Platts,2024-02-25,0.86,https://spglobal.com/platts,-0.34114740594807913,0.35,0.22024784807968453,Recent developments in energy transition have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about energy transition and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Breaking: Gulf Cooperation Council update,Market volatility increases as gulf cooperation council developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/418,Reuters,2024-02-23,0.9,https://reuters.com,1.0,0.35,0.286696613674544,Market volatility increases as gulf cooperation council developments unfold. Traders are positioning for potential price movements. Additional details about gulf cooperation council and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Middle East tensions and energy security concerns,Recent developments in middle east tensions have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://ap.org/article/415,AP,2024-02-20,0.85,https://ap.org,-1.0,0.35,0.278471139556665,Recent developments in middle east tensions have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about middle east tensions and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
