title,summary,link,source,published_date,reliability,url,sentiment_score,impact_likely,novelty_score,full_text,sentiment_confidence
New developments in climate agreements,The ongoing climate agreements continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://ap.org/article/363,AP,2023-12-30,0.85,https://ap.org,0.28049290738172306,0.2,0.5829995179673649,The ongoing climate agreements continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about climate agreements and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Gulf Cooperation Council - What investors need to know,"New information about gulf cooperation council has emerged, prompting market participants to reassess their outlook on energy commodities.",https://bloomberg.com/article/359,Bloomberg,2023-12-26,0.85,https://bloomberg.com,-0.618084033249743,0.2,0.16250224066008698,"New information about gulf cooperation council has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about gulf cooperation council and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
OPEC+ production cuts - What investors need to know,Recent developments in opec+ production cuts have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://oilprice.com/article/355,OilPrice.com,2023-12-22,0.72,https://oilprice.com,-0.6371802685656323,0.35,0.14628709837976828,Recent developments in opec+ production cuts have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about opec+ production cuts and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Jordan energy imports affects global oil markets,Recent developments in jordan energy imports have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://afp.com/article/353,AFP,2023-12-20,0.83,https://afp.com,-0.07634879383658871,0.35,0.18156243874405234,Recent developments in jordan energy imports have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about jordan energy imports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Climate agreements and energy security concerns,Experts weigh in on the impact of climate agreements on global energy security and market stability.,https://bloomberg.com/article/348,Bloomberg,2023-12-15,0.85,https://bloomberg.com,-1.0,0.2,0.8057328864186745,Experts weigh in on the impact of climate agreements on global energy security and market stability. Additional details about climate agreements and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
New developments in iraq oil exports,The ongoing iraq oil exports continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://wsj.com/article/346,Wall Street Journal,2023-12-13,0.87,https://wsj.com,-0.6262870018591604,0.2,0.21966632248094253,The ongoing iraq oil exports continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about iraq oil exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Iran nuclear deal affects global oil markets,Recent developments in iran nuclear deal have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://wsj.com/article/344,Wall Street Journal,2023-12-11,0.87,https://wsj.com,0.12653657852038272,0.35,0.5234107127596208,Recent developments in iran nuclear deal have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about iran nuclear deal and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
China energy demand: Market implications analyzed,"New information about china energy demand has emerged, prompting market participants to reassess their outlook on energy commodities.",https://bloomberg.com/article/343,Bloomberg,2023-12-10,0.85,https://bloomberg.com,-0.2520403135820543,0.2,0.8808882691988249,"New information about china energy demand has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about china energy demand and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Jordan energy imports: Market implications analyzed,"New information about jordan energy imports has emerged, prompting market participants to reassess their outlook on energy commodities.",https://bloomberg.com/article/340,Bloomberg,2023-12-07,0.85,https://bloomberg.com,0.22724550606367344,0.2,0.31011435428217166,"New information about jordan energy imports has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about jordan energy imports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
New developments in yemen conflict,"New information about yemen conflict has emerged, prompting market participants to reassess their outlook on energy commodities.",https://ft.com/article/339,Financial Times,2023-12-06,0.88,https://ft.com,0.21913145951534815,0.2,0.5759722663942256,"New information about yemen conflict has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about yemen conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
