title,summary,link,source,published_date,reliability,url,sentiment_score,impact_likely,novelty_score,full_text,sentiment_confidence
Russia-Ukraine conflict affects global oil markets,Experts weigh in on the impact of russia-ukraine conflict on global energy security and market stability.,https://reuters.com/article/849,Reuters,2024-02-29,0.9,https://reuters.com,-0.8023299218158272,0.2,0.6153952543798727,Experts weigh in on the impact of russia-ukraine conflict on global energy security and market stability. Additional details about russia-ukraine conflict and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Market reaction to saudi arabia oil policy,Market volatility increases as saudi arabia oil policy developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/846,Reuters,2024-02-28,0.9,https://reuters.com,1.0,0.35,0.5743445081224257,Market volatility increases as saudi arabia oil policy developments unfold. Traders are positioning for potential price movements. Additional details about saudi arabia oil policy and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Breaking: Pipeline politics update,Recent developments in pipeline politics have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://spglobal.com/platts/article/842,Platts,2024-02-26,0.86,https://spglobal.com/platts,0.677300229589481,0.5,0.03379068101315065,Recent developments in pipeline politics have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about pipeline politics and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Syria oil fields: Market implications analyzed,"New information about syria oil fields has emerged, prompting market participants to reassess their outlook on energy commodities.",https://ap.org/article/825,AP,2024-02-17,0.85,https://ap.org,-0.4485125749449688,0.2,0.33982070625856625,"New information about syria oil fields has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about syria oil fields and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Expert analysis: Syria oil fields impact,Market volatility increases as syria oil fields developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/819,Reuters,2024-02-14,0.9,https://reuters.com,1.0,0.2,0.26904379900202724,Market volatility increases as syria oil fields developments unfold. Traders are positioning for potential price movements. Additional details about syria oil fields and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Syria oil fields - What investors need to know,The ongoing syria oil fields continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://reuters.com/article/805,Reuters,2024-02-07,0.9,https://reuters.com,0.09268282259511265,0.2,0.3956803907964882,The ongoing syria oil fields continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about syria oil fields and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Market reaction to qatar lng,"New information about qatar lng has emerged, prompting market participants to reassess their outlook on energy commodities.",https://reuters.com/article/802,Reuters,2024-02-06,0.9,https://reuters.com,0.055175085820716764,0.2,0.41534267136549247,"New information about qatar lng has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about qatar lng and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Iraq oil exports: Market implications analyzed,Market volatility increases as iraq oil exports developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/801,Reuters,2024-02-05,0.9,https://reuters.com,1.0,0.2,0.523468769171048,Market volatility increases as iraq oil exports developments unfold. Traders are positioning for potential price movements. Additional details about iraq oil exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Strategic petroleum reserve and energy security concerns,Recent developments in strategic petroleum reserve have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://reuters.com/article/792,Reuters,2024-02-01,0.9,https://reuters.com,-1.0,0.35,0.28583814891679005,Recent developments in strategic petroleum reserve have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about strategic petroleum reserve and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
UAE energy diversification and energy security concerns,The ongoing uae energy diversification continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://reuters.com/article/785,Reuters,2024-01-28,0.9,https://reuters.com,-1.0,0.2,0.5780939757563901,The ongoing uae energy diversification continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about uae energy diversification and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Breaking: UAE energy diversification update,"New information about uae energy diversification has emerged, prompting market participants to reassess their outlook on energy commodities.",https://spglobal.com/platts/article/779,Platts,2024-01-25,0.86,https://spglobal.com/platts,-0.41642825488511664,0.35,0.2252794319941058,"New information about uae energy diversification has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about uae energy diversification and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
