title,summary,link,source,published_date,reliability,url,sentiment_score,impact_likely,novelty_score,full_text,sentiment_confidence
Breaking: Iraq oil exports update,Recent developments in iraq oil exports have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://ft.com/article/725,Financial Times,2023-12-29,0.88,https://ft.com,0.4383388985704051,0.5,0.7056436436271526,Recent developments in iraq oil exports have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about iraq oil exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Breaking: Energy transition update,The ongoing energy transition continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://bloomberg.com/article/716,Bloomberg,2023-12-25,0.85,https://bloomberg.com,-0.016079117405414605,0.35,0.3635574384924076,The ongoing energy transition continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about energy transition and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
New developments in iran nuclear deal,"New information about iran nuclear deal has emerged, prompting market participants to reassess their outlook on energy commodities.",https://aljazeera.com/article/717,Al Jazeera,2023-12-25,0.75,https://aljazeera.com,0.04649446468507789,0.2,0.15160935068089385,"New information about iran nuclear deal has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about iran nuclear deal and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Breaking: OPEC+ production cuts update,Market volatility increases as opec+ production cuts developments unfold. Traders are positioning for potential price movements.,https://ap.org/article/712,AP,2023-12-23,0.85,https://ap.org,1.0,0.35,0.349569024578997,Market volatility increases as opec+ production cuts developments unfold. Traders are positioning for potential price movements. Additional details about opec+ production cuts and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Middle East tensions: Market implications analyzed,Experts weigh in on the impact of middle east tensions on global energy security and market stability.,https://argusmedia.com/article/708,Argus Media,2023-12-21,0.84,https://argusmedia.com,-0.0373346639146045,0.2,0.08436009390199417,Experts weigh in on the impact of middle east tensions on global energy security and market stability. Additional details about middle east tensions and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Pipeline politics: Market implications analyzed,Experts weigh in on the impact of pipeline politics on global energy security and market stability.,https://wsj.com/article/700,Wall Street Journal,2023-12-17,0.87,https://wsj.com,-0.34546200468666655,0.2,0.4786885488462286,Experts weigh in on the impact of pipeline politics on global energy security and market stability. Additional details about pipeline politics and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Iraq oil exports and energy security concerns,The ongoing iraq oil exports continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://reuters.com/article/697,Reuters,2023-12-15,0.9,https://reuters.com,-1.0,0.2,0.6082457751880294,The ongoing iraq oil exports continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about iraq oil exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Iran nuclear deal - What investors need to know,The ongoing iran nuclear deal continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://ft.com/article/692,Financial Times,2023-12-13,0.88,https://ft.com,0.4518454843182087,0.2,0.7508922360424196,The ongoing iran nuclear deal continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about iran nuclear deal and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Gulf Cooperation Council: Market implications analyzed,The ongoing gulf cooperation council continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://spglobal.com/article/688,S&P Global,2023-12-11,0.89,https://spglobal.com,-0.7058959941699893,0.2,0.4177846871937536,The ongoing gulf cooperation council continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about gulf cooperation council and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Iraq oil exports - What investors need to know,Recent developments in iraq oil exports have significant implications for global energy markets. Analysts are closely monitoring the situation.,https://ft.com/article/684,Financial Times,2023-12-09,0.88,https://ft.com,0.3487338887963689,0.35,0.014409594676922353,Recent developments in iraq oil exports have significant implications for global energy markets. Analysts are closely monitoring the situation. Additional details about iraq oil exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Market reaction to kuwait oil reserves,Market volatility increases as kuwait oil reserves developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/682,Reuters,2023-12-08,0.9,https://reuters.com,1.0,0.2,0.14333517077279856,Market volatility increases as kuwait oil reserves developments unfold. Traders are positioning for potential price movements. Additional details about kuwait oil reserves and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Algeria gas exports and energy security concerns,Market volatility increases as algeria gas exports developments unfold. Traders are positioning for potential price movements.,https://reuters.com/article/677,Reuters,2023-12-05,0.9,https://reuters.com,0.0,0.2,0.13098377132588618,Market volatility increases as algeria gas exports developments unfold. Traders are positioning for potential price movements. Additional details about algeria gas exports and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.5
Expert analysis: Libya production impact,Experts weigh in on the impact of libya production on global energy security and market stability.,https://wsj.com/article/674,Wall Street Journal,2023-12-04,0.87,https://wsj.com,-0.5757044620523861,0.2,0.4637436408234102,Experts weigh in on the impact of libya production on global energy security and market stability. Additional details about libya production and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Syria oil fields and energy security concerns,Experts weigh in on the impact of syria oil fields on global energy security and market stability.,https://reuters.com/article/670,Reuters,2023-12-02,0.9,https://reuters.com,-1.0,0.2,0.4846465517136958,Experts weigh in on the impact of syria oil fields on global energy security and market stability. Additional details about syria oil fields and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.4
Bahrain oil fields: Market implications analyzed,The ongoing bahrain oil fields continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly.,https://reuters.com/article/661,Reuters,2023-11-27,0.9,https://reuters.com,-0.34438880329873744,0.2,0.3307957676127093,The ongoing bahrain oil fields continues to influence oil prices and market sentiment. Market participants are adjusting their positions accordingly. Additional details about bahrain oil fields and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.3
Saudi Arabia oil policy: Market implications analyzed,"New information about saudi arabia oil policy has emerged, prompting market participants to reassess their outlook on energy commodities.",https://reuters.com/article/658,Reuters,2023-11-26,0.9,https://reuters.com,1.0,0.35,0.9041472306239539,"New information about saudi arabia oil policy has emerged, prompting market participants to reassess their outlook on energy commodities. Additional details about saudi arabia oil policy and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.",0.3
Gulf Cooperation Council and energy security concerns,Market volatility increases as gulf cooperation council developments unfold. Traders are positioning for potential price movements.,https://cnn.com/article/653,CNN,2023-11-23,0.78,https://cnn.com,0.0,0.2,0.7274349634869302,Market volatility increases as gulf cooperation council developments unfold. Traders are positioning for potential price movements. Additional details about gulf cooperation council and its implications for energy markets. Market analysts are closely monitoring the situation and providing regular updates on developments.,0.5
